location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million
Bolivia,BOL,2021-08-01,4526177,2881439,1644738,,38283,67772,38.25,24.35,13.9,,5727
Bolivia,BOL,2021-08-02,,,,,,60364,,,,,5101
Bolivia,BOL,2021-08-03,4630979,2903925,1727054,,,52956,39.14,24.54,14.6,,4475
Bolivia,BOL,2021-08-04,,,,,,46709,,,,,3947
Bolivia,BOL,2021-08-05,4710183,2923829,1786354,,,40461,39.81,24.71,15.1,,3419
Bolivia,BOL,2021-08-06,,,,,,36391,,,,,3075
Bolivia,BOL,2021-08-07,4714133,2924399,1789734,,,32320,39.84,24.71,15.13,,2731
Bolivia,BOL,2021-08-08,4724095,2926271,1797824,,9962,28274,39.92,24.73,15.19,,2389
Bolivia,BOL,2021-08-09,4779544,2939877,1839667,,55449,28709,40.39,24.84,15.55,,2426
Bolivia,BOL,2021-08-10,4824801,2949156,1875645,,45257,27689,40.77,24.92,15.85,,2340
Bolivia,BOL,2021-08-11,4879099,2957194,1921905,,54298,29788,41.23,24.99,16.24,,2517
Bolivia,BOL,2021-08-12,,,,,,33119,,,,,2799
Bolivia,BOL,2021-08-13,5004937,2977801,2027136,,,41826,42.3,25.17,17.13,,3535
Bolivia,BOL,2021-08-14,,,,,,43765,,,,,3699
Bolivia,BOL,2021-08-15,5036033,2989471,2046562,,,44563,42.56,25.26,17.3,,3766
Bolivia,BOL,2021-08-16,,,,,,40946,,,,,3460
Bolivia,BOL,2021-08-17,5096306,3000981,2095325,,,38786,43.07,25.36,17.71,,3278
Bolivia,BOL,2021-08-18,5154253,3012437,2141816,,57947,39308,43.56,25.46,18.1,,3322
Bolivia,BOL,2021-08-19,5215804,3023644,2192160,,61551,39112,44.08,25.55,18.53,,3305
Bolivia,BOL,2021-08-20,5270463,3033516,2236947,,54659,37932,44.54,25.64,18.9,,3206
Bolivia,BOL,2021-08-21,5319711,3044011,2275700,,49248,42747,44.96,25.72,19.23,,3613
Bolivia,BOL,2021-08-22,,,,,,42042,,,,,3553
Bolivia,BOL,2021-08-23,5340943,3051554,2289389,,,39253,45.14,25.79,19.35,,3317
Bolivia,BOL,2021-08-24,5480769,3653993,2401767,,139826,54923,46.32,30.88,20.3,,4642
Bolivia,BOL,2021-08-25,5574927,3697377,2480500,,94158,60096,47.11,31.25,20.96,,5079
Brazil,BRA,2021-01-16,0,0,,,,,0.0,0.0,,,
Brazil,BRA,2021-01-17,112,112,,,112,112,0.0,0.0,,,1
Brazil,BRA,2021-01-18,1109,1109,,,997,554,0.0,0.0,,,3
Brazil,BRA,2021-01-19,11470,11470,,,10361,3823,0.01,0.01,,,18
Brazil,BRA,2021-01-20,28543,28543,,,17073,7136,0.01,0.01,,,33
Brazil,BRA,2021-01-21,136519,136519,,,107976,27304,0.06,0.06,,,128
Brazil,BRA,2021-01-22,245877,245877,,,109358,40980,0.11,0.11,,,192
Brazil,BRA,2021-01-23,537774,537774,,,291897,76825,0.25,0.25,,,359
Brazil,BRA,2021-01-24,604722,604722,,,66948,86373,0.28,0.28,,,404
Brazil,BRA,2021-01-25,700608,700608,,,95886,99928,0.33,0.33,,,467
Brazil,BRA,2021-01-26,848883,848883,,,148275,119630,0.4,0.4,,,559
Brazil,BRA,2021-01-27,1129885,1129885,,,281002,157335,0.53,0.53,,,735
Brazil,BRA,2021-01-28,1450900,1450900,,,321015,187769,0.68,0.68,,,877
Brazil,BRA,2021-01-29,1668032,1656851,,,217132,203165,0.78,0.77,,,949
Brazil,BRA,2021-01-30,2003211,1923813,,,335179,209348,0.94,0.9,,,978
Brazil,BRA,2021-01-31,2074059,2046523,,,70848,209905,0.97,0.96,,,981
Brazil,BRA,2021-02-01,2124307,2107624,,,50248,203386,0.99,0.98,,,950
Brazil,BRA,2021-02-02,2292551,2292551,,,168244,206238,1.07,1.07,,,964
Brazil,BRA,2021-02-03,2521704,2521704,,,229153,198831,1.18,1.18,,,929
Brazil,BRA,2021-02-04,3073057,3073057,,,551353,231737,1.44,1.44,,,1083
Brazil,BRA,2021-02-05,3074906,3074906,,,1849,200982,1.44,1.44,,,939
Brazil,BRA,2021-02-06,3401383,3399421,1962,,326477,199739,1.59,1.59,0.0,,933
Brazil,BRA,2021-02-07,3553681,3534004,19677,,152298,211375,1.66,1.65,0.01,,988
Brazil,BRA,2021-02-08,3605538,3579850,25688,,51857,211604,1.68,1.67,0.01,,989
Brazil,BRA,2021-02-09,3820207,3786591,33616,,214669,218237,1.79,1.77,0.02,,1020
Brazil,BRA,2021-02-10,4120332,4069677,50655,,300125,228375,1.93,1.9,0.02,,1067
Brazil,BRA,2021-02-11,4406835,4326075,80760,,286503,190540,2.06,2.02,0.04,,890
Brazil,BRA,2021-02-12,4696136,4586270,109866,,289301,231604,2.19,2.14,0.05,,1082
Brazil,BRA,2021-02-13,5125206,4946738,178468,,429070,246260,2.4,2.31,0.08,,1151
Brazil,BRA,2021-02-14,5236943,5042713,194230,,111737,240466,2.45,2.36,0.09,,1124
Brazil,BRA,2021-02-15,5293979,5076110,217869,,57036,241206,2.47,2.37,0.1,,1127
Brazil,BRA,2021-02-16,5609937,5324317,285620,,315958,255676,2.62,2.49,0.13,,1195
Brazil,BRA,2021-02-17,5883539,5326007,557532,,273602,251887,2.75,2.49,0.26,,1177
Brazil,BRA,2021-02-18,6206680,5482925,723755,,323141,257121,2.9,2.56,0.34,,1202
Brazil,BRA,2021-02-19,6535156,5640483,894673,,328476,262717,3.05,2.64,0.42,,1228
Brazil,BRA,2021-02-20,6813168,5756361,1056807,,278012,241137,3.18,2.69,0.49,,1127
Brazil,BRA,2021-02-21,6950802,5817908,1132894,,137634,244837,3.25,2.72,0.53,,1144
Brazil,BRA,2021-02-22,7028356,5857080,1171276,,77554,247768,3.28,2.74,0.55,,1158
Brazil,BRA,2021-02-23,7297061,6002873,1294188,,268705,241018,3.41,2.81,0.6,,1126
Brazil,BRA,2021-02-24,7551676,6116082,1435594,,254615,238305,3.53,2.86,0.67,,1114
Brazil,BRA,2021-02-25,7799000,6202055,1596945,,247324,227474,3.64,2.9,0.75,,1063
Brazil,BRA,2021-02-26,8101787,6346769,1755018,,302787,223804,3.79,2.97,0.82,,1046
Brazil,BRA,2021-02-27,8322042,6437836,1884206,,220255,215553,3.89,3.01,0.88,,1007
Brazil,BRA,2021-02-28,8433568,6518628,1914940,,111526,211824,3.94,3.05,0.89,,990
Brazil,BRA,2021-03-01,8465403,6542206,1923197,,31835,205292,3.96,3.06,0.9,,959
Brazil,BRA,2021-03-02,8841027,6806293,2034734,,375624,220567,4.13,3.18,0.95,,1031
Brazil,BRA,2021-03-03,9277322,7114219,2163103,,436295,246521,4.34,3.32,1.01,,1152
Brazil,BRA,2021-03-04,9739676,7417852,2321824,,462354,277239,4.55,3.47,1.08,,1296
Brazil,BRA,2021-03-05,10169160,7701146,2468014,,429484,295339,4.75,3.6,1.15,,1380
Brazil,BRA,2021-03-06,,,,,,269398,,,,,1259
Brazil,BRA,2021-03-07,,,,,,258989,,,,,1210
Brazil,BRA,2021-03-08,,,,,,259965,,,,,1215
Brazil,BRA,2021-03-09,,,,,,211828,,,,,990
Brazil,BRA,2021-03-10,10362487,7851531,2510956,,,155024,4.84,3.67,1.17,,724
Brazil,BRA,2021-03-11,10740859,8092244,2648615,,378372,143026,5.02,3.78,1.24,,668
Brazil,BRA,2021-03-12,11149530,8360366,2789164,,408671,140053,5.21,3.91,1.3,,654
Brazil,BRA,2021-03-13,11362190,8512960,2849230,,212660,164909,5.31,3.98,1.33,,771
Brazil,BRA,2021-03-14,11422666,8561847,2860819,,60476,168025,5.34,4.0,1.34,,785
Brazil,BRA,2021-03-15,11895560,8919356,2976204,,472894,230058,5.56,4.17,1.39,,1075
Brazil,BRA,2021-03-16,,,,,,280729,,,,,1312
Brazil,BRA,2021-03-17,12682290,9451188,3231102,,,331400,5.93,4.42,1.51,,1549
Brazil,BRA,2021-03-18,13013331,9709526,3303805,,331041,324639,6.08,4.54,1.54,,1517
Brazil,BRA,2021-03-19,13335728,9970231,3365497,,322397,312314,6.23,4.66,1.57,,1459
Brazil,BRA,2021-03-20,13479165,10099070,3380095,,143437,302425,6.3,4.72,1.58,,1413
Brazil,BRA,2021-03-21,13562176,10168973,3393203,,83011,305644,6.34,4.75,1.59,,1428
Brazil,BRA,2021-03-22,14116560,10609471,3507089,,554384,317286,6.6,4.96,1.64,,1483
Brazil,BRA,2021-03-23,15209201,11559487,3649714,,1092641,417182,7.11,5.4,1.71,,1950
Brazil,BRA,2021-03-24,15943964,12148769,3795195,,734763,465953,7.45,5.68,1.77,,2177
Brazil,BRA,2021-03-25,16557071,12639545,3917526,,613107,506249,7.74,5.91,1.83,,2366
Brazil,BRA,2021-03-26,17032868,13053114,3979754,,475797,528163,7.96,6.1,1.86,,2468
Brazil,BRA,2021-03-27,17519083,13487207,4031876,,486215,577131,8.19,6.3,1.88,,2697
Brazil,BRA,2021-03-28,17706983,13659406,4047577,,187900,592115,8.27,6.38,1.89,,2767
Brazil,BRA,2021-03-29,18082153,13988029,4094124,,375170,566513,8.45,6.54,1.91,,2647
Brazil,BRA,2021-03-30,18222559,14112509,4110050,,140406,430480,8.52,6.59,1.92,,2012
Brazil,BRA,2021-03-31,19155981,14921376,4234605,,933422,458860,8.95,6.97,1.98,,2144
Brazil,BRA,2021-04-01,,,,,,476765,,,,,2228
Brazil,BRA,2021-04-02,20632877,16099532,4533345,,,514287,9.64,7.52,2.12,,2403
Brazil,BRA,2021-04-03,20956770,16377083,4579687,,323893,491098,9.79,7.65,2.14,,2295
Brazil,BRA,2021-04-04,21070128,16472281,4597847,,113358,480449,9.85,7.7,2.15,,2245
Brazil,BRA,2021-04-05,21960953,17128933,4832020,,890825,554114,10.26,8.0,2.26,,2589
Brazil,BRA,2021-04-06,22850791,17791338,5059453,,889838,661176,10.68,8.31,2.36,,3090
Brazil,BRA,2021-04-07,24197996,18859274,5338722,,1347205,720288,11.31,8.81,2.49,,3366
Brazil,BRA,2021-04-08,24981199,19386057,5595142,,783203,726681,11.67,9.06,2.61,,3396
Brazil,BRA,2021-04-09,25735314,19886870,5848444,,754115,728920,12.03,9.29,2.73,,3406
Brazil,BRA,2021-04-10,26548845,20513828,6035017,,813531,798868,12.41,9.59,2.82,,3733
Brazil,BRA,2021-04-11,26741261,20654434,6086827,,192416,810162,12.5,9.65,2.84,,3786
Brazil,BRA,2021-04-12,27432994,21080623,6352371,,691733,781720,12.82,9.85,2.97,,3653
Brazil,BRA,2021-04-13,30801723,23602070,7199653,,3368729,1135847,14.39,11.03,3.36,,5308
Brazil,BRA,2021-04-14,31703967,24197321,7506646,,902244,1072282,14.82,11.31,3.51,,5011
Brazil,BRA,2021-04-15,,,,,,1004792,,,,,4695
Brazil,BRA,2021-04-16,,,,,,941458,,,,,4399
Brazil,BRA,2021-04-17,,,,,,869635,,,,,4064
Brazil,BRA,2021-04-18,32947066,24350046,8597020,,,886544,15.4,11.38,4.02,,4143
Brazil,BRA,2021-04-19,33755229,24776701,8978528,,808163,903176,15.77,11.58,4.2,,4221
Brazil,BRA,2021-04-20,33807132,24805515,9001617,,51903,429344,15.8,11.59,4.21,,2006
Brazil,BRA,2021-04-21,34058640,24918188,9140452,,251508,336382,15.92,11.64,4.27,,1572
Brazil,BRA,2021-04-22,35024957,25340967,9683990,,966317,430031,16.37,11.84,4.53,,2010
Brazil,BRA,2021-04-23,37112833,26398005,10714828,,2087876,683902,17.34,12.34,5.01,,3196
Brazil,BRA,2021-04-24,37730651,26687711,11042940,,617818,727766,17.63,12.47,5.16,,3401
Brazil,BRA,2021-04-25,38027113,26873143,11153970,,296462,725721,17.77,12.56,5.21,,3391
Brazil,BRA,2021-04-26,38986878,27345796,11641082,,959765,747378,18.22,12.78,5.44,,3493
Brazil,BRA,2021-04-27,40168799,27920546,12248253,,1181921,908810,18.77,13.05,5.72,,4247
Brazil,BRA,2021-04-28,41003659,28312000,12691659,,834860,992146,19.16,13.23,5.93,,4636
Brazil,BRA,2021-04-29,41989957,28778338,13211619,,986298,995000,19.62,13.45,6.17,,4650
Brazil,BRA,2021-04-30,42698862,29149512,13549350,,708905,798004,19.95,13.62,6.33,,3729
Brazil,BRA,2021-05-01,43036179,29336953,13699226,,337317,757933,20.11,13.71,6.4,,3542
Brazil,BRA,2021-05-02,43173356,29421191,13752165,,137177,735178,20.18,13.75,6.43,,3436
Brazil,BRA,2021-05-03,43962159,29865013,14097146,,788803,710754,20.54,13.96,6.59,,3321
Brazil,BRA,2021-05-04,45273825,30658945,14614880,,1311666,729289,21.16,14.33,6.83,,3408
Brazil,BRA,2021-05-05,46185689,31265483,14920206,,911864,740290,21.58,14.61,6.97,,3459
Brazil,BRA,2021-05-06,46542392,31504414,15037978,,356703,650348,21.75,14.72,7.03,,3039
Brazil,BRA,2021-05-07,46875460,31722544,15152916,,333068,596657,21.91,14.82,7.08,,2788
Brazil,BRA,2021-05-08,,,,,,571797,,,,,2672
Brazil,BRA,2021-05-09,,,,,,575528,,,,,2689
Brazil,BRA,2021-05-10,47365348,32101075,15264273,,,486170,22.13,15.0,7.13,,2272
Brazil,BRA,2021-05-11,48193472,32647725,15545747,,828124,417092,22.52,15.26,7.26,,1949
Brazil,BRA,2021-05-12,49188608,33332789,15855819,,995136,428988,22.99,15.58,7.41,,2005
Brazil,BRA,2021-05-13,50308106,34092728,16215378,,1119498,537959,23.51,15.93,7.58,,2514
Brazil,BRA,2021-05-14,52093242,35383566,16709676,,1785136,745397,24.34,16.53,7.81,,3483
Brazil,BRA,2021-05-15,52641583,35731848,16909735,,548341,800404,24.6,16.7,7.9,,3740
Brazil,BRA,2021-05-16,52771668,35801333,16970335,,130085,795659,24.66,16.73,7.93,,3718
Brazil,BRA,2021-05-17,53624328,36355939,17268389,,852660,894140,25.06,16.99,8.07,,4178
Brazil,BRA,2021-05-18,54332240,36844286,17487954,,707912,876967,25.39,17.22,8.17,,4098
Brazil,BRA,2021-05-19,55098913,37376193,17722720,,766673,844329,25.75,17.47,8.28,,3946
Brazil,BRA,2021-05-20,55960152,37937840,18022312,,861239,807435,26.15,17.73,8.42,,3773
Brazil,BRA,2021-05-21,,,,,,774713,,,,,3620
Brazil,BRA,2021-05-22,,,,,,918676,,,,,4293
Brazil,BRA,2021-05-23,,,,,,1122390,,,,,5245
Brazil,BRA,2021-05-24,,,,,,1222878,,,,,5715
Brazil,BRA,2021-05-25,63740557,42702699,21037858,,,1344045,29.79,19.96,9.83,,6281
Brazil,BRA,2021-05-26,64568609,43239648,21328961,,828052,1352814,30.17,20.21,9.97,,6322
Brazil,BRA,2021-05-27,65268576,43727936,21540640,,699967,1329775,30.5,20.43,10.07,,6214
Brazil,BRA,2021-05-28,66432341,44564785,21867556,,1163765,1273730,31.04,20.83,10.22,,5952
Brazil,BRA,2021-05-29,66934363,44956732,21977631,,502022,1123150,31.28,21.01,10.27,,5249
Brazil,BRA,2021-05-30,67088046,45079934,22008112,,153683,922807,31.35,21.07,10.28,,4312
Brazil,BRA,2021-05-31,67482730,45376214,22106516,,394684,756893,31.53,21.2,10.33,,3537
Brazil,BRA,2021-06-01,68244216,45940210,22304006,,761486,643380,31.89,21.47,10.42,,3007
Brazil,BRA,2021-06-02,68919860,46498375,22421485,,675644,621607,32.21,21.73,10.48,,2905
Brazil,BRA,2021-06-03,70330300,47636424,22693876,,1410440,723103,32.87,22.26,10.6,,3379
Brazil,BRA,2021-06-04,70743531,48007886,22735645,,413231,615884,33.06,22.43,10.62,,2878
Brazil,BRA,2021-06-05,71429257,48576572,22852685,,685726,642128,33.38,22.7,10.68,,3001
Brazil,BRA,2021-06-06,71691137,48802098,22889039,,261880,657584,33.5,22.81,10.7,,3073
Brazil,BRA,2021-06-07,,,,,,749851,,,,,3504
Brazil,BRA,2021-06-08,,,,,,789718,,,,,3690
Brazil,BRA,2021-06-09,74812794,51465240,23347554,,,841848,34.96,24.05,10.91,,3934
Brazil,BRA,2021-06-10,75890097,52429219,23460878,,1077303,794257,35.46,24.5,10.96,,3712
Brazil,BRA,2021-06-11,76758587,53224020,23534567,,868490,859294,35.87,24.87,11.0,,4016
Brazil,BRA,2021-06-12,,,,,,859572,,,,,4017
Brazil,BRA,2021-06-13,78133938,54489914,23644024,,,920400,36.51,25.46,11.05,,4301
Brazil,BRA,2021-06-14,78906225,55226467,23679758,,772287,882077,36.87,25.81,11.07,,4122
Brazil,BRA,2021-06-15,80268207,56479200,23789007,,1361982,927995,37.51,26.39,11.12,,4337
Brazil,BRA,2021-06-16,81540602,57676179,23864423,,1272395,961115,38.1,26.95,11.15,,4491
Brazil,BRA,2021-06-17,84102155,60066656,24035499,,2561553,1173151,39.3,28.07,11.23,,5482
Brazil,BRA,2021-06-18,85390996,61270446,24120550,,1288841,1233201,39.9,28.63,11.27,,5763
Brazil,BRA,2021-06-19,86475842,62276105,24199737,,1084846,1289940,40.41,29.1,11.31,,6028
Brazil,BRA,2021-06-20,86960570,62741992,24218578,,484728,1260947,40.64,29.32,11.32,,5892
Brazil,BRA,2021-06-21,88353063,64034871,24318192,,1392493,1349548,41.29,29.92,11.36,,6306
Brazil,BRA,2021-06-22,90077011,,,,1723948,1401258,42.09,,,,6548
Brazil,BRA,2021-06-23,91593968,67005097,24588871,,1516957,1436195,42.8,31.31,11.49,,6711
Brazil,BRA,2021-06-24,92917274,68185022,24732252,,1323306,1259303,43.42,31.86,11.56,,5885
Brazil,BRA,2021-06-25,,,,,,1260296,,,,,5889
Brazil,BRA,2021-06-26,,,,,,1290432,,,,,6030
Brazil,BRA,2021-06-27,96804664,71206835,25597829,,,1406299,45.24,33.28,11.96,,6572
Brazil,BRA,2021-06-28,96913929,71291563,25622366,,109265,1222981,45.29,33.31,11.97,,5715
Brazil,BRA,2021-06-29,98827485,72722360,26105125,,1913556,1250068,46.18,33.98,12.2,,5842
Brazil,BRA,2021-06-30,,,,,,1315689,,,,,6148
Brazil,BRA,2021-07-01,102780096,75783345,26996751,,,1408975,48.03,35.41,12.62,,6584
Brazil,BRA,2021-07-02,,,,,,1343933,,,,,6280
Brazil,BRA,2021-07-03,,,,,,1278891,,,,,5976
Brazil,BRA,2021-07-04,105301611,77653882,27647729,,,1213850,49.21,36.29,12.92,,5672
Brazil,BRA,2021-07-05,106909223,78950076,27959147,,1607612,1427899,49.96,36.89,13.07,,6673
Brazil,BRA,2021-07-06,107628177,79467536,28160641,,718954,1257242,50.3,37.14,13.16,,5875
Brazil,BRA,2021-07-07,110101829,81134483,28967346,,2473652,1328291,51.45,37.91,13.54,,6207
Brazil,BRA,2021-07-08,111477691,83713097,29493829,,1375862,1242514,52.09,39.12,13.78,,5806
Brazil,BRA,2021-07-09,112774302,85201397,29901792,,1296611,1307672,52.7,39.81,13.97,,6111
Brazil,BRA,2021-07-10,,,,,,1307734,,,,,6111
Brazil,BRA,2021-07-11,114456183,86797811,30551564,,,1307796,53.49,40.56,14.28,,6111
Brazil,BRA,2021-07-12,115832172,87883245,31074583,,1375989,1274707,54.13,41.07,14.52,,5957
Brazil,BRA,2021-07-13,117005229,88805948,31489872,,1173057,1339579,54.68,41.5,14.72,,6260
Brazil,BRA,2021-07-14,118886610,90161336,32303899,,1881381,1254969,55.56,42.13,15.1,,5865
Brazil,BRA,2021-07-15,120873006,91336865,33296719,,1986396,1342188,56.48,42.68,15.56,,6272
Brazil,BRA,2021-07-16,121802482,92180046,33467639,,929476,1289740,56.92,43.08,15.64,,6027
Brazil,BRA,2021-07-17,123793735,93842534,33854929,,1991253,1454070,57.85,43.85,15.82,,6795
Brazil,BRA,2021-07-18,124113911,94082186,33990366,,320176,1379675,58.0,43.96,15.88,,6447
Brazil,BRA,2021-07-19,124906515,94429515,34514945,,792604,1296335,58.37,44.13,16.13,,6058
Brazil,BRA,2021-07-20,126643283,95589624,35160343,,1736768,1376865,59.18,44.67,16.43,,6434
Brazil,BRA,2021-07-21,128405129,96240322,35846608,,1761846,1359788,60.0,44.97,16.75,,6354
Brazil,BRA,2021-07-22,130432227,97420756,36765097,,2027098,1365603,60.95,45.53,17.18,,6382
Brazil,BRA,2021-07-23,131522663,98268594,37036459,,1090436,1388597,61.46,45.92,17.31,,6489
Brazil,BRA,2021-07-24,131845297,98514854,37145993,,322634,1150223,61.61,46.04,17.36,,5375
Brazil,BRA,2021-07-25,131967387,98616846,37179203,,122090,1121925,61.67,46.08,17.37,,5243
Brazil,BRA,2021-07-26,134539613,100371110,38035356,,2572226,1376157,62.87,46.9,17.77,,6431
Brazil,BRA,2021-07-27,136509687,101534282,38880731,,1970074,1409486,63.79,47.45,18.17,,6587
Brazil,BRA,2021-07-28,137880754,102294772,39524828,,1371067,1353661,64.43,47.8,18.47,,6326
Brazil,BRA,2021-07-29,140028826,103500926,40546320,,2148072,1370943,65.44,48.37,18.95,,6406
Brazil,BRA,2021-07-30,140169214,103597287,40602854,,140388,1235222,65.5,48.41,18.97,,5772
Brazil,BRA,2021-07-31,142488679,105057816,41489804,,2319465,1520483,66.59,49.09,19.39,,7105
Brazil,BRA,2021-08-01,,,,,,1508098,,,,,7047
Brazil,BRA,2021-08-02,142559470,105105405,41515443,,,1145694,66.62,49.12,19.4,,5354
Brazil,BRA,2021-08-03,145558264,106917279,42756263,,2998794,1292654,68.02,49.96,19.98,,6041
Brazil,BRA,2021-08-04,147214665,107980946,43375897,,1656401,1333416,68.79,50.46,20.27,,6231
Brazil,BRA,2021-08-05,,,,,,1187630,,,,,5550
Brazil,BRA,2021-08-06,149469803,,,,,1328656,69.85,,,,6209
Brazil,BRA,2021-08-07,151711314,108567088,45188539,,2241511,1317519,70.9,50.73,21.12,,6157
Brazil,BRA,2021-08-08,152989038,111583449,45612438,,1277724,1494995,71.49,52.14,21.31,,6986
Brazil,BRA,2021-08-09,,,,,,1664448,,,,,7778
Brazil,BRA,2021-08-10,155432167,113049759,46582569,,,1410558,72.63,52.83,21.77,,6592
Brazil,BRA,2021-08-11,157673092,114496161,47397442,,2240925,1494061,73.68,53.5,22.15,,6982
Brazil,BRA,2021-08-12,,,,,,1608194,,,,,7515
Brazil,BRA,2021-08-13,,,,,,1722328,,,,,8049
Brazil,BRA,2021-08-14,163452602,116123404,49297923,,,1677327,76.38,54.26,23.04,,7838
Brazil,BRA,2021-08-15,164638573,119793423,49629214,,1185971,1664219,76.94,55.98,23.19,,7777
Brazil,BRA,2021-08-16,168157560,121838235,51152090,,3518987,1992422,78.58,56.94,23.9,,9311
Brazil,BRA,2021-08-17,169753003,122541955,51771235,,1595443,2045834,79.33,57.26,24.19,,9560
Brazil,BRA,2021-08-18,171741149,123678883,52629848,,1988146,2009722,80.26,57.8,24.59,,9392
Brazil,BRA,2021-08-19,173650317,124755667,53240329,,1909168,2007246,81.15,58.3,24.88,,9380
Brazil,BRA,2021-08-20,,,,,,1873280,,,,,8754
Brazil,BRA,2021-08-21,,,,,,1739315,,,,,8128
Brazil,BRA,2021-08-22,176616552,126453502,54521380,,,1711140,82.53,59.09,25.48,,7996
Brazil,BRA,2021-08-23,178551085,127635209,55286442,,1934533,1484789,83.44,59.64,25.84,,6938
Brazil,BRA,2021-08-24,179727882,128359705,55748292,,1176797,1424983,83.99,59.98,26.05,,6659
Brazil,BRA,2021-08-25,181908368,129675516,56624456,,2180486,1452460,85.01,60.6,26.46,,6787
Brazil,BRA,2021-08-26,186279872,132202507,58486260,,4371504,1804222,87.05,61.78,27.33,,8431
